onset	duration	trial_type	stim_file	stim_file_index	response_time	outcome	note
0.016	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
1.016	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
2.018	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
3.017	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
4.017	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
5.017	0.0	n/a	n/a	n/a	0.441	hit	n/a
6.018	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
7.018	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
8.019	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
9.002	0.0	n/a	n/a	n/a	0.599	hit	n/a
10.019	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
11.003	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
12.003	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
13.003	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
14.003	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
15.004	0.0	n/a	n/a	n/a	0.598	hit	n/a
16.005	0.3	48	task-sfprescaled_stimuli.npy	408	n/a	correct_rejection	blank trial
16.505	0.3	48	task-sfprescaled_stimuli.npy	411	n/a	n/a	blank trial
17.005	0.3	48	task-sfprescaled_stimuli.npy	409	n/a	correct_rejection	blank trial
17.505	0.3	48	task-sfprescaled_stimuli.npy	415	n/a	n/a	blank trial
18.005	0.3	48	task-sfprescaled_stimuli.npy	414	n/a	correct_rejection	blank trial
18.505	0.3	48	task-sfprescaled_stimuli.npy	413	n/a	n/a	blank trial
19.005	0.3	48	task-sfprescaled_stimuli.npy	410	n/a	correct_rejection	blank trial
19.505	0.3	48	task-sfprescaled_stimuli.npy	412	n/a	n/a	blank trial
20.005	0.3	42	task-sfprescaled_stimuli.npy	336	0.597	hit	n/a
20.505	0.3	42	task-sfprescaled_stimuli.npy	342	n/a	n/a	n/a
21.006	0.3	42	task-sfprescaled_stimuli.npy	340	n/a	correct_rejection	n/a
21.506	0.3	42	task-sfprescaled_stimuli.npy	343	n/a	n/a	n/a
22.006	0.3	42	task-sfprescaled_stimuli.npy	338	n/a	correct_rejection	n/a
22.507	0.3	42	task-sfprescaled_stimuli.npy	339	n/a	n/a	n/a
23.006	0.3	42	task-sfprescaled_stimuli.npy	337	0.596	hit	n/a
23.506	0.3	42	task-sfprescaled_stimuli.npy	341	n/a	n/a	n/a
24.006	0.3	10	task-sfprescaled_stimuli.npy	85	n/a	correct_rejection	n/a
24.506	0.3	10	task-sfprescaled_stimuli.npy	84	n/a	n/a	n/a
25.006	0.3	10	task-sfprescaled_stimuli.npy	83	n/a	correct_rejection	n/a
25.508	0.3	10	task-sfprescaled_stimuli.npy	81	n/a	n/a	n/a
26.009	0.3	10	task-sfprescaled_stimuli.npy	80	n/a	correct_rejection	n/a
26.509	0.3	10	task-sfprescaled_stimuli.npy	87	n/a	n/a	n/a
27.008	0.3	10	task-sfprescaled_stimuli.npy	82	n/a	correct_rejection	n/a
27.509	0.3	10	task-sfprescaled_stimuli.npy	86	n/a	n/a	n/a
28.009	0.3	20	task-sfprescaled_stimuli.npy	160	n/a	correct_rejection	n/a
28.509	0.3	20	task-sfprescaled_stimuli.npy	166	n/a	n/a	n/a
29.009	0.3	20	task-sfprescaled_stimuli.npy	162	n/a	correct_rejection	n/a
29.509	0.3	20	task-sfprescaled_stimuli.npy	165	n/a	n/a	n/a
30.009	0.3	20	task-sfprescaled_stimuli.npy	163	n/a	correct_rejection	n/a
30.509	0.3	20	task-sfprescaled_stimuli.npy	164	n/a	n/a	n/a
31.010	0.3	20	task-sfprescaled_stimuli.npy	161	0.592	hit	n/a
31.511	0.3	20	task-sfprescaled_stimuli.npy	167	n/a	n/a	n/a
32.011	0.3	24	task-sfprescaled_stimuli.npy	199	n/a	correct_rejection	n/a
32.511	0.3	24	task-sfprescaled_stimuli.npy	194	n/a	n/a	n/a
33.010	0.3	24	task-sfprescaled_stimuli.npy	195	n/a	correct_rejection	n/a
33.510	0.3	24	task-sfprescaled_stimuli.npy	198	n/a	n/a	n/a
34.010	0.3	24	task-sfprescaled_stimuli.npy	192	n/a	correct_rejection	n/a
34.510	0.3	24	task-sfprescaled_stimuli.npy	193	n/a	n/a	n/a
35.011	0.3	24	task-sfprescaled_stimuli.npy	197	n/a	correct_rejection	n/a
35.511	0.3	24	task-sfprescaled_stimuli.npy	196	n/a	n/a	n/a
36.012	0.3	30	task-sfprescaled_stimuli.npy	240	n/a	correct_rejection	n/a
36.512	0.3	30	task-sfprescaled_stimuli.npy	244	n/a	n/a	n/a
37.012	0.3	30	task-sfprescaled_stimuli.npy	247	n/a	correct_rejection	n/a
37.512	0.3	30	task-sfprescaled_stimuli.npy	245	n/a	n/a	n/a
38.012	0.3	30	task-sfprescaled_stimuli.npy	242	n/a	correct_rejection	n/a
38.512	0.3	30	task-sfprescaled_stimuli.npy	246	n/a	n/a	n/a
39.012	0.3	30	task-sfprescaled_stimuli.npy	243	n/a	correct_rejection	n/a
39.512	0.3	30	task-sfprescaled_stimuli.npy	241	n/a	n/a	n/a
40.013	0.3	7	task-sfprescaled_stimuli.npy	60	n/a	correct_rejection	n/a
40.513	0.3	7	task-sfprescaled_stimuli.npy	63	n/a	n/a	n/a
41.014	0.3	7	task-sfprescaled_stimuli.npy	57	n/a	correct_rejection	n/a
41.514	0.3	7	task-sfprescaled_stimuli.npy	62	n/a	n/a	n/a
42.014	0.3	7	task-sfprescaled_stimuli.npy	61	n/a	correct_rejection	n/a
42.515	0.3	7	task-sfprescaled_stimuli.npy	58	n/a	n/a	n/a
43.014	0.3	7	task-sfprescaled_stimuli.npy	56	n/a	correct_rejection	n/a
43.514	0.3	7	task-sfprescaled_stimuli.npy	59	n/a	n/a	n/a
44.014	0.3	21	task-sfprescaled_stimuli.npy	168	n/a	correct_rejection	n/a
44.514	0.3	21	task-sfprescaled_stimuli.npy	172	n/a	n/a	n/a
45.014	0.3	21	task-sfprescaled_stimuli.npy	175	n/a	correct_rejection	n/a
45.514	0.3	21	task-sfprescaled_stimuli.npy	169	n/a	n/a	n/a
46.015	0.3	21	task-sfprescaled_stimuli.npy	174	n/a	correct_rejection	n/a
46.516	0.3	21	task-sfprescaled_stimuli.npy	171	n/a	n/a	n/a
47.015	0.3	21	task-sfprescaled_stimuli.npy	173	0.607	hit	n/a
47.516	0.3	21	task-sfprescaled_stimuli.npy	170	n/a	n/a	n/a
48.015	0.3	22	task-sfprescaled_stimuli.npy	178	n/a	correct_rejection	n/a
48.515	0.3	22	task-sfprescaled_stimuli.npy	177	n/a	n/a	n/a
49.015	0.3	22	task-sfprescaled_stimuli.npy	176	n/a	correct_rejection	n/a
49.515	0.3	22	task-sfprescaled_stimuli.npy	181	n/a	n/a	n/a
50.015	0.3	22	task-sfprescaled_stimuli.npy	179	n/a	correct_rejection	n/a
50.516	0.3	22	task-sfprescaled_stimuli.npy	183	n/a	n/a	n/a
51.017	0.3	22	task-sfprescaled_stimuli.npy	180	n/a	correct_rejection	n/a
51.517	0.3	22	task-sfprescaled_stimuli.npy	182	n/a	n/a	n/a
52.017	0.3	25	task-sfprescaled_stimuli.npy	205	n/a	correct_rejection	n/a
52.518	0.3	25	task-sfprescaled_stimuli.npy	202	n/a	n/a	n/a
53.018	0.3	25	task-sfprescaled_stimuli.npy	204	n/a	correct_rejection	n/a
53.517	0.3	25	task-sfprescaled_stimuli.npy	201	n/a	n/a	n/a
54.018	0.3	25	task-sfprescaled_stimuli.npy	206	n/a	correct_rejection	n/a
54.517	0.3	25	task-sfprescaled_stimuli.npy	200	n/a	n/a	n/a
55.018	0.3	25	task-sfprescaled_stimuli.npy	207	n/a	correct_rejection	n/a
55.518	0.3	25	task-sfprescaled_stimuli.npy	203	n/a	n/a	n/a
56.018	0.3	4	task-sfprescaled_stimuli.npy	38	0.585	hit	n/a
56.518	0.3	4	task-sfprescaled_stimuli.npy	39	n/a	n/a	n/a
57.018	0.3	4	task-sfprescaled_stimuli.npy	36	n/a	correct_rejection	n/a
57.519	0.3	4	task-sfprescaled_stimuli.npy	34	n/a	n/a	n/a
58.003	0.3	4	task-sfprescaled_stimuli.npy	37	n/a	correct_rejection	n/a
58.502	0.3	4	task-sfprescaled_stimuli.npy	32	n/a	n/a	n/a
59.003	0.3	4	task-sfprescaled_stimuli.npy	33	n/a	correct_rejection	n/a
59.503	0.3	4	task-sfprescaled_stimuli.npy	35	n/a	n/a	n/a
60.003	0.3	27	task-sfprescaled_stimuli.npy	218	n/a	correct_rejection	n/a
60.503	0.3	27	task-sfprescaled_stimuli.npy	219	n/a	n/a	n/a
61.003	0.3	27	task-sfprescaled_stimuli.npy	220	n/a	correct_rejection	n/a
61.503	0.3	27	task-sfprescaled_stimuli.npy	221	n/a	n/a	n/a
62.003	0.3	27	task-sfprescaled_stimuli.npy	223	0.599	hit	n/a
62.503	0.3	27	task-sfprescaled_stimuli.npy	222	n/a	n/a	n/a
63.003	0.3	27	task-sfprescaled_stimuli.npy	216	n/a	correct_rejection	n/a
63.503	0.3	27	task-sfprescaled_stimuli.npy	217	n/a	n/a	n/a
64.003	0.3	15	task-sfprescaled_stimuli.npy	121	n/a	correct_rejection	n/a
64.504	0.3	15	task-sfprescaled_stimuli.npy	124	n/a	n/a	n/a
65.004	0.3	15	task-sfprescaled_stimuli.npy	126	n/a	correct_rejection	n/a
65.504	0.3	15	task-sfprescaled_stimuli.npy	123	n/a	n/a	n/a
66.005	0.3	15	task-sfprescaled_stimuli.npy	125	n/a	correct_rejection	n/a
66.505	0.3	15	task-sfprescaled_stimuli.npy	120	n/a	n/a	n/a
67.005	0.3	15	task-sfprescaled_stimuli.npy	127	n/a	correct_rejection	n/a
67.505	0.3	15	task-sfprescaled_stimuli.npy	122	n/a	n/a	n/a
68.005	0.3	47	task-sfprescaled_stimuli.npy	381	n/a	correct_rejection	n/a
68.505	0.3	47	task-sfprescaled_stimuli.npy	382	n/a	n/a	n/a
69.005	0.3	47	task-sfprescaled_stimuli.npy	376	n/a	correct_rejection	n/a
69.505	0.3	47	task-sfprescaled_stimuli.npy	378	n/a	n/a	n/a
70.005	0.3	47	task-sfprescaled_stimuli.npy	383	n/a	correct_rejection	n/a
70.505	0.3	47	task-sfprescaled_stimuli.npy	379	n/a	n/a	n/a
71.006	0.3	47	task-sfprescaled_stimuli.npy	377	n/a	correct_rejection	n/a
71.507	0.3	47	task-sfprescaled_stimuli.npy	380	n/a	n/a	n/a
72.006	0.3	48	task-sfprescaled_stimuli.npy	430	0.480	hit	blank trial
72.507	0.3	48	task-sfprescaled_stimuli.npy	429	n/a	n/a	blank trial
73.006	0.3	48	task-sfprescaled_stimuli.npy	431	n/a	correct_rejection	blank trial
73.506	0.3	48	task-sfprescaled_stimuli.npy	424	n/a	n/a	blank trial
74.006	0.3	48	task-sfprescaled_stimuli.npy	425	0.596	hit	blank trial
74.506	0.3	48	task-sfprescaled_stimuli.npy	426	n/a	n/a	blank trial
75.006	0.3	48	task-sfprescaled_stimuli.npy	428	n/a	correct_rejection	blank trial
75.508	0.3	48	task-sfprescaled_stimuli.npy	427	n/a	n/a	blank trial
76.008	0.3	12	task-sfprescaled_stimuli.npy	97	n/a	correct_rejection	n/a
76.509	0.3	12	task-sfprescaled_stimuli.npy	101	n/a	n/a	n/a
77.009	0.3	12	task-sfprescaled_stimuli.npy	100	n/a	correct_rejection	n/a
77.509	0.3	12	task-sfprescaled_stimuli.npy	99	n/a	n/a	n/a
78.009	0.3	12	task-sfprescaled_stimuli.npy	96	n/a	correct_rejection	n/a
78.509	0.3	12	task-sfprescaled_stimuli.npy	98	n/a	n/a	n/a
79.009	0.3	12	task-sfprescaled_stimuli.npy	103	n/a	correct_rejection	n/a
79.509	0.3	12	task-sfprescaled_stimuli.npy	102	n/a	n/a	n/a
80.009	0.3	48	task-sfprescaled_stimuli.npy	385	n/a	correct_rejection	blank trial
80.509	0.3	48	task-sfprescaled_stimuli.npy	389	n/a	n/a	blank trial
81.010	0.3	48	task-sfprescaled_stimuli.npy	391	n/a	correct_rejection	blank trial
81.511	0.3	48	task-sfprescaled_stimuli.npy	390	n/a	n/a	blank trial
82.010	0.3	48	task-sfprescaled_stimuli.npy	388	0.360	hit	blank trial
82.510	0.3	48	task-sfprescaled_stimuli.npy	384	n/a	n/a	blank trial
83.010	0.3	48	task-sfprescaled_stimuli.npy	387	n/a	correct_rejection	blank trial
83.510	0.3	48	task-sfprescaled_stimuli.npy	386	n/a	n/a	blank trial
84.010	0.3	2	task-sfprescaled_stimuli.npy	19	n/a	correct_rejection	n/a
84.510	0.3	2	task-sfprescaled_stimuli.npy	16	n/a	n/a	n/a
85.011	0.3	2	task-sfprescaled_stimuli.npy	21	0.591	hit	n/a
85.511	0.3	2	task-sfprescaled_stimuli.npy	17	n/a	n/a	n/a
86.012	0.3	2	task-sfprescaled_stimuli.npy	20	n/a	correct_rejection	n/a
86.513	0.3	2	task-sfprescaled_stimuli.npy	22	n/a	n/a	n/a
87.012	0.3	2	task-sfprescaled_stimuli.npy	18	n/a	correct_rejection	n/a
87.512	0.3	2	task-sfprescaled_stimuli.npy	23	n/a	n/a	n/a
88.012	0.3	48	task-sfprescaled_stimuli.npy	419	n/a	correct_rejection	blank trial
88.512	0.3	48	task-sfprescaled_stimuli.npy	416	n/a	n/a	blank trial
89.012	0.3	48	task-sfprescaled_stimuli.npy	422	n/a	correct_rejection	blank trial
89.512	0.3	48	task-sfprescaled_stimuli.npy	421	n/a	n/a	blank trial
