onset	duration	trial_type	stim_file	stim_file_index	response_time	outcome	note
0.014	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
1.013	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
2.013	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
3.012	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
4.013	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
5.013	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
6.014	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
7.012	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
8.004	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
9.004	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
10.004	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
11.004	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
12.004	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
13.005	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
14.005	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
15.005	0.0	n/a	n/a	n/a	n/a	correct_rejection	n/a
16.005	0.3	22	task-sfprescaled_stimuli.npy	183	n/a	correct_rejection	n/a
16.505	0.3	22	task-sfprescaled_stimuli.npy	180	n/a	n/a	n/a
17.005	0.3	22	task-sfprescaled_stimuli.npy	181	n/a	correct_rejection	n/a
17.505	0.3	22	task-sfprescaled_stimuli.npy	177	n/a	n/a	n/a
18.007	0.3	22	task-sfprescaled_stimuli.npy	182	n/a	correct_rejection	n/a
18.508	0.3	22	task-sfprescaled_stimuli.npy	178	n/a	n/a	n/a
19.007	0.3	22	task-sfprescaled_stimuli.npy	176	n/a	correct_rejection	n/a
19.508	0.3	22	task-sfprescaled_stimuli.npy	179	n/a	n/a	n/a
20.007	0.3	31	task-sfprescaled_stimuli.npy	249	n/a	correct_rejection	n/a
20.507	0.3	31	task-sfprescaled_stimuli.npy	250	n/a	n/a	n/a
21.008	0.3	31	task-sfprescaled_stimuli.npy	254	n/a	correct_rejection	n/a
21.508	0.3	31	task-sfprescaled_stimuli.npy	248	n/a	n/a	n/a
22.008	0.3	31	task-sfprescaled_stimuli.npy	255	n/a	correct_rejection	n/a
22.508	0.3	31	task-sfprescaled_stimuli.npy	252	n/a	n/a	n/a
23.009	0.3	31	task-sfprescaled_stimuli.npy	253	n/a	correct_rejection	n/a
23.510	0.3	31	task-sfprescaled_stimuli.npy	251	n/a	n/a	n/a
24.009	0.3	15	task-sfprescaled_stimuli.npy	124	n/a	correct_rejection	n/a
24.509	0.3	15	task-sfprescaled_stimuli.npy	125	n/a	n/a	n/a
25.009	0.3	15	task-sfprescaled_stimuli.npy	126	n/a	correct_rejection	n/a
25.509	0.3	15	task-sfprescaled_stimuli.npy	120	n/a	n/a	n/a
26.009	0.3	15	task-sfprescaled_stimuli.npy	121	n/a	correct_rejection	n/a
26.509	0.3	15	task-sfprescaled_stimuli.npy	127	n/a	n/a	n/a
27.009	0.3	15	task-sfprescaled_stimuli.npy	122	n/a	correct_rejection	n/a
27.509	0.3	15	task-sfprescaled_stimuli.npy	123	n/a	n/a	n/a
28.011	0.3	13	task-sfprescaled_stimuli.npy	111	n/a	correct_rejection	n/a
28.511	0.3	13	task-sfprescaled_stimuli.npy	106	n/a	n/a	n/a
